path,label
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_104_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02356.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_295_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2Z92GWL180.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2CA65XVZ7D.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00515.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_393_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_272_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_563_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_180_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_167_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_1_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02083.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0HGOLH0DXY.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_64_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_121_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2CE9CL23K2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_187_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02171.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01883.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/01R3N4195O.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_152_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_546_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0YVR203QP9.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02782.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00826.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03716.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_379_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/02X326TGHN.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2HBSCT2XFT.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1ERG2MMKJL.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03142.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01606.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_541_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_498_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03504.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/04028.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1QN59RG4Q1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_105_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01680.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0DLLKB2MFG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_113_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03093.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_289_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_629_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_102_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1N0TMO5VGN.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2BZALDH8IO.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01383.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03562.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_455_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03814.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_31_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03255.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_167_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02043.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/01H47SC7ON.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_321_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_445_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_22_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02005.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_589_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2WUGXOMY8U.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2HWBMG6NPX.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_49_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02821.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_696_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_36_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0K32EI2JLM.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_209_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_516_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_144_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2YL1IQAHQ1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03620.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_269_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0TJA5XF5RQ.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_201_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0D5V2GONVN.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_197_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02402.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3HG0IDYQEE.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02377.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_226_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01205.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03327.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_586_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02758.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2S3FBN0G54.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_7_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1N5SJWO5O5.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3FG6U99F74.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_307_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2TFD5NIRZQ.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_182_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0USU5OAJOJ.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01728.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_614_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03511.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_146_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1PC2N0OAAP.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_241_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02508.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03074.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01847.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_194_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02268.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2NULPRIGG8.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02464.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_172_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0C29CWQLYK.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_71_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01243.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0YSI326XIG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_639_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_58_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_67_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/01AV0VOUAX.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_401_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_395_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_576_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1D1UDH83TM.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_266_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2U578HKB8Z.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02938.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1MSX48UWOC.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_439_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_630_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_88_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_191_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03340.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_361_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_277_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00722.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3A1J3HTI3O.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/01PC1U2LDY.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3BZT4W6FLI.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0KYVAIBN2A.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_568_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_316_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_317_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0Y8E4FSEEF.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_423_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_246_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2LVD5DR2C3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02129.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01764.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_24_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_682_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01657.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0E19MJABAJ.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03800.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_29_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_567_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_471_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_282_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_513_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0BH0TO9YB5.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00057.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_548_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_102_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_227_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1S91T948PV.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_43_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03207.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_133_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_446_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_79_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0G1NYFX1JD.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3HEQETRWSR.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00819.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02611.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_6_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_663_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_679_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3CJTHK2H2N.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1OF1TJIF89.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02523.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_341_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_354_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_13_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_600_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1QCCYM8F5K.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_477_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_432_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_336_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_432_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0Z62JPLH1O.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1BCIF820KG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_4_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_616_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_407_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1OBYN7XK2N.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_547_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1HI4ZFFDCM.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_69_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/01Q4I7HMNL.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01644.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2H9IAWPMGC.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_440_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_346_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1F6DME8LTG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_483_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03058.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02190.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01544.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_75_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_161_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02145.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03638.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02676.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_102_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0TRQSYW8MR.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_493_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_202_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_195_aug_0.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1QNM8Z9QD4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_545_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3F7LB936RY.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_546_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/01248.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_612_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1UM8I0JARW.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2GCFUV144R.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_31_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1IFGJFECPY.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_71_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_154_aug_2.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/02536.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_461_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/3G2B24NYXG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_228_aug_0.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1EJOGA09O7.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_178_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_459_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_551_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2LEPXE45XH.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_283_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1SOT3HERXU.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2OL97QP15H.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_230_aug_3.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2HI2B84DZW.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03574.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1RTITBNAVV.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_374_aug_1.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_28_aug_4.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/00198.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2IEPYCJ7AG.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1DFMRXEQ0C.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_480_aug_4.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1G86C4OD3U.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_517_aug_2.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/fake_439_aug_1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/03805.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/2DIQQPK79S.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/1P61AJUXA1.jpg,Fake
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Real/real_489_aug_3.jpg,Real
/kaggle/input/stylegan-and-stylegan2-combined-dataset/Final Dataset/Fake/0P0VARG03O.jpg,Fake
